x,y,z,vx,vy,vz,m,id
-0.20767491,0.42593119,-9.85E-02,-0.79366243,0.2261785,-0.34153777,1.56E-05,259
3.67E-02,0.15111253,-0.31759143,-0.13110837,-0.14208664,-0.87030816,1.56E-05,260
-2.5796888,1.0870072,-0.88871533,-9.08E-02,-0.33350348,-2.77E-02,1.56E-05,261
-0.75790834,-0.1516604,0.30789843,-0.5487507,-2.73E-02,-0.42726287,1.56E-05,262
0.37941623,0.28748927,-0.52752441,0.61557436,0.22793446,-0.26618156,1.56E-05,263
-0.61351025,0.51423949,-1.84E-02,-0.34009105,7.60E-02,0.57806218,1.56E-05,264
-6.87E-02,0.28313401,0.18545112,0.21430975,5.39E-03,0.47983074,1.56E-05,265
-0.86349291,0.22667275,-0.77932107,0.64657634,1.56E-02,0.2095786,1.56E-05,266
0.12509207,9.34E-02,0.21542965,-0.30582759,0.16700099,-0.17452542,1.56E-05,267
-8.59E-02,0.45003086,0.25155348,-0.35662007,0.52105397,0.49574175,1.56E-05,268
-7.43E-02,-1.1061503,0.39977896,-6.32E-02,-5.68E-03,-0.26785511,1.56E-05,269
-7.99E-02,6.67E-02,-0.13684788,0.84739441,0.9059481,-0.92766976,1.56E-05,270
-0.93609744,1.7611288,6.68E-02,0.63722277,-0.12525012,-7.63E-03,1.56E-05,271
0.10064338,0.47750562,8.48E-02,-0.26770627,0.47799212,-0.18366428,1.56E-05,272
-8.14E-02,0.77783173,0.77938718,-0.1805094,3.10E-02,2.52E-03,1.56E-05,273
-0.84454286,2.373394,0.12235466,-3.71E-02,8.74E-02,-9.59E-02,1.56E-05,274
8.00E-02,-0.35257566,0.2916638,1.52E-02,0.62504727,0.18684442,1.56E-05,275
0.16693273,0.102617,0.13728449,-0.20533596,0.69461012,-0.25592482,1.56E-05,276
0.93649381,0.71462226,0.3102451,-0.55622697,-0.21156774,-0.4446758,1.56E-05,277
-6.29E-02,0.30295211,0.67660266,-0.85081214,-0.54785746,-0.2590141,1.56E-05,278
1.130126,1.4398057,-0.39706585,2.27E-03,-0.35846239,0.3781369,1.56E-05,279
-0.4154416,-0.49651247,1.3091167,-0.28391647,-0.27221251,-6.74E-02,1.56E-05,280
-0.39316714,0.83541012,1.2486792,0.63532591,0.16355018,-0.18942662,1.56E-05,281
-0.43274465,1.8339612,0.90795487,-0.29212102,0.29557624,0.20776795,1.56E-05,282
1.5196189,-0.56656021,0.99955553,0.47904474,-0.30031714,-5.34E-02,1.56E-05,283
